county,year,totalfilings
Macon County GA  ,2008,60
Madison County GA  ,2008,155
Marion County GA  ,2008,32
Meriwether County GA  ,2008,156
Miller County GA  ,2008,20
Mitchell County GA  ,2008,127
Monroe County GA  ,2008,130
Montgomery County GA  ,2008,44
Morgan County GA  ,2008,102
Murray County GA,2008,400
Muscogee County GA,2008,1098
Newton County GA,2008,975
Oconee County GA  ,2008,91
Oglethorpe County GA  ,2008,87
Paulding County GA,2008,1084
Peach County GA  ,2008,178
Pickens County GA,2008,170
Pierce County GA  ,2008,168
Pike County GA  ,2008,89
Polk County GA,2008,279
Pulaski County GA  ,2008,48
Putnam County GA  ,2008,125
Quitman County GA  ,2008,9
Rabun County GA  ,2008,65
Randolph County GA  ,2008,53
Richmond County GA,2008,1683
Rockdale County GA,2008,730
Schley County GA  ,2008,18
Screven County GA  ,2008,99
Seminole County GA  ,2008,33
Spalding County GA,2008,519
Stephens County GA  ,2008,139
Stewart County GA  ,2008,18
Sumter County GA  ,2008,191
Talbot County GA  ,2008,30
Taliaferro County GA  ,2008,16
Tattnall County GA  ,2008,85
Taylor County GA  ,2008,34
Telfair County GA  ,2008,75
Terrell County GA  ,2008,71
Thomas County GA  ,2008,218
Tift County GA  ,2008,354
Toombs County GA  ,2008,127
Towns County GA  ,2008,25
Treutlen County GA  ,2008,32
Troup County GA,2008,572
Turner County GA  ,2008,86
Twiggs County GA  ,2008,60
Union County GA  ,2008,66
Upson County GA  ,2008,154
Walker County GA,2008,677
Walton County GA,2008,492
Ware County GA  ,2008,364
Warren County GA  ,2008,65
Washington County GA  ,2008,133
Wayne County GA  ,2008,208
Webster County GA  ,2008,17
Wheeler County GA  ,2008,26
White County GA  ,2008,130
Whitfield County GA,2008,716
Wilcox County GA  ,2008,37
Wilkes County GA  ,2008,73
Wilkinson County GA  ,2008,90
Worth County GA  ,2008,184
Hawaii County HI,2008,233
Honolulu County HI,2008,1282
Kauai County HI  ,2008,121
Maui County HI,2008,365
Ada County ID,2008,1531
Adams County ID  ,2008,8
Bannock County ID,2008,224
Bear Lake County ID  ,2008,9
Benewah County ID  ,2008,27
Bingham County ID,2008,141
Blaine County ID  ,2008,30
Boise County ID  ,2008,18
Bonner County ID  ,2008,104
Bonneville County ID,2008,354
Boundary County ID  ,2008,15
Butte County ID  ,2008,8
Camas County ID  ,2008,5
Canyon County ID,2008,916
Caribou County ID  ,2008,4
Cassia County ID  ,2008,46
Clearwater County ID  ,2008,17
Custer County ID  ,2008,7
Elmore County ID  ,2008,67
Franklin County ID  ,2008,21
Fremont County ID  ,2008,36
Gem County ID  ,2008,59
Gooding County ID  ,2008,30
Idaho County ID  ,2008,22
Jefferson County ID  ,2008,68
Jerome County ID  ,2008,28
Kootenai County ID,2008,556
Latah County ID  ,2008,43
Lemhi County ID  ,2008,11
Lewis County ID  ,2008,5
Lincoln County ID  ,2008,13
Madison County ID  ,2008,35
Minidoka County ID  ,2008,34
Nez Perce County ID  ,2008,91
Oneida County ID  ,2008,9
Owyhee County ID  ,2008,32
Payette County ID  ,2008,82
Power County ID  ,2008,12
Shoshone County ID  ,2008,33
Teton County ID  ,2008,14
Twin Falls County ID,2008,181
Valley County ID  ,2008,23
Washington County ID  ,2008,28
Adams County IL,2008,241
Alexander County IL  ,2008,38
Bond County IL  ,2008,60
Boone County IL,2008,251
Brown County IL  ,2008,18
Bureau County IL  ,2008,108
Calhoun County IL  ,2008,9
Carroll County IL  ,2008,41
Cass County IL  ,2008,27
Champaign County IL,2008,502
Christian County IL,2008,179
Clark County IL  ,2008,79
Clay County IL  ,2008,45
Clinton County IL  ,2008,101
Coles County IL,2008,240
Cook County IL    ,2008,23780
Crawford County IL  ,2008,110
Cumberland County IL  ,2008,49
DeKalb County IL,2008,351
De Witt County IL  ,2008,71
Douglas County IL  ,2008,74
DuPage County IL,2008,2843
Edgar County IL  ,2008,85
Edwards County IL  ,2008,23
Effingham County IL  ,2008,117
Fayette County IL  ,2008,56
Ford County IL  ,2008,49
Franklin County IL,2008,276
Fulton County IL,2008,181
Gallatin County IL  ,2008,18
Greene County IL  ,2008,43
Grundy County IL,2008,305
Hamilton County IL  ,2008,28
Hancock County IL  ,2008,50
Hardin County IL  ,2008,9
Henderson County IL  ,2008,22
Henry County IL,2008,177
Iroquois County IL  ,2008,115
Jackson County IL  ,2008,205
Jasper County IL  ,2008,29
Jefferson County IL  ,2008,175
Jersey County IL  ,2008,61
Jo Daviess County IL  ,2008,25
Johnson County IL  ,2008,48
Kane County IL,2008,1802
Kankakee County IL,2008,524
Kendall County IL,2008,603
Knox County IL,2008,236
Lake County IL,2008,2404
La Salle County IL,2008,545
Lawrence County IL  ,2008,53
Lee County IL,2008,150
Livingston County IL,2008,145
Logan County IL,2008,146
McDonough County IL  ,2008,64
McHenry County IL,2008,1158
McLean County IL,2008,613
Macon County IL,2008,507
Macoupin County IL,2008,143
Madison County IL,2008,1235
Marion County IL,2008,170
Marshall County IL  ,2008,63
Mason County IL  ,2008,81
Massac County IL  ,2008,55
Menard County IL  ,2008,47
Mercer County IL  ,2008,57
Monroe County IL  ,2008,102
Montgomery County IL  ,2008,118
Morgan County IL  ,2008,102
Moultrie County IL  ,2008,63
Ogle County IL,2008,221
Peoria County IL,2008,1025
Perry County IL  ,2008,103
Piatt County IL  ,2008,47
Pike County IL  ,2008,46
Pope County IL  ,2008,5
Pulaski County IL  ,2008,61
Putnam County IL  ,2008,21
Randolph County IL  ,2008,120
Richland County IL  ,2008,48
Rock Island County IL,2008,518
St. Clair County IL,2008,1429
Saline County IL  ,2008,123
Sangamon County IL,2008,715
Schuyler County IL  ,2008,27
Scott County IL  ,2008,11
Shelby County IL  ,2008,53
Stark County IL  ,2008,19
Stephenson County IL,2008,206
Tazewell County IL,2008,729
Union County IL  ,2008,87
Vermilion County IL,2008,386
Wabash County IL  ,2008,42
Warren County IL  ,2008,64
Washington County IL  ,2008,50
Wayne County IL  ,2008,36
White County IL  ,2008,40
Whiteside County IL,2008,197
Will County IL,2008,3410
Williamson County IL,2008,419
Winnebago County IL,2008,1670
Woodford County IL  ,2008,126
Adams County IN,2008,133
Allen County IN,2008,2241
Bartholomew County IN,2008,328
Benton County IN  ,2008,35
Blackford County IN  ,2008,70
Boone County IN,2008,239
Brown County IN  ,2008,80
Carroll County IN  ,2008,68
Cass County IN,2008,178
Clark County IN,2008,835
Clay County IN,2008,182
Clinton County IN,2008,188
Crawford County IN  ,2008,70
Daviess County IN  ,2008,90
Dearborn County IN,2008,288
Decatur County IN  ,2008,119
DeKalb County IN,2008,267
Delaware County IN,2008,654
Dubois County IN,2008,137
Elkhart County IN,2008,1111
Fayette County IN,2008,276
Floyd County IN,2008,445
Fountain County IN  ,2008,84
Franklin County IN  ,2008,102
Fulton County IN,2008,127
Gibson County IN  ,2008,143
Grant County IN,2008,363
Greene County IN,2008,178
Hamilton County IN,2008,1286
Hancock County IN,2008,502
Harrison County IN  ,2008,237
Hendricks County IN,2008,857
Henry County IN,2008,404
Howard County IN,2008,593
Huntington County IN,2008,196
Jackson County IN,2008,282
Jasper County IN  ,2008,105
Jay County IN,2008,122
Jefferson County IN  ,2008,204
Jennings County IN  ,2008,194
Johnson County IN,2008,1000
Knox County IN,2008,222
Kosciusko County IN,2008,530
LaGrange County IN,2008,143
Lake County IN,2008,3465
LaPorte County IN,2008,582
Lawrence County IN,2008,335
Madison County IN,2008,1105
Marion County IN,2008,6415
Marshall County IN,2008,230
Martin County IN  ,2008,35
Miami County IN,2008,224
Monroe County IN,2008,405
Montgomery County IN,2008,174
Morgan County IN,2008,496
Newton County IN  ,2008,53
Noble County IN,2008,273
Ohio County IN  ,2008,37
Orange County IN  ,2008,122
Owen County IN,2008,165
Parke County IN  ,2008,81
Perry County IN  ,2008,80
Pike County IN  ,2008,59
Porter County IN,2008,944
Posey County IN  ,2008,82
Pulaski County IN  ,2008,69
Putnam County IN,2008,269
Randolph County IN,2008,171
Ripley County IN  ,2008,164
Rush County IN  ,2008,100
St. Joseph County IN,2008,1242
Scott County IN  ,2008,222
Shelby County IN,2008,293
Spencer County IN  ,2008,87
Starke County IN,2008,158
Steuben County IN,2008,168
Sullivan County IN  ,2008,138
Switzerland County IN  ,2008,49
Tippecanoe County IN,2008,537
Tipton County IN  ,2008,88
Union County IN  ,2008,41
Vanderburgh County IN,2008,927
Vermillion County IN  ,2008,112
Vigo County IN,2008,694
Wabash County IN,2008,208
Warren County IN  ,2008,35
Warrick County IN,2008,259
Washington County IN,2008,229
Wayne County IN,2008,376
Wells County IN,2008,155
White County IN  ,2008,115
Whitley County IN,2008,283
Adair County IA  ,2008,9
Adams County IA  ,2008,4
Allamakee County IA  ,2008,21
Appanoose County IA  ,2008,37
Audubon County IA  ,2008,11
Benton County IA  ,2008,41
Black Hawk County IA,2008,290
Boone County IA  ,2008,85
Bremer County IA  ,2008,33
Buchanan County IA  ,2008,40
Buena Vista County IA  ,2008,31
Butler County IA  ,2008,23
Calhoun County IA  ,2008,13
Carroll County IA  ,2008,24
Cass County IA  ,2008,40
Cedar County IA  ,2008,40
Cerro Gordo County IA  ,2008,87
Cherokee County IA  ,2008,15
Chickasaw County IA  ,2008,12
Clarke County IA  ,2008,36
Clay County IA  ,2008,31
Clayton County IA  ,2008,32
Clinton County IA  ,2008,104
Crawford County IA  ,2008,26
Dallas County IA,2008,138
Davis County IA  ,2008,16
Decatur County IA  ,2008,15
Delaware County IA  ,2008,28
Des Moines County IA,2008,177
Dickinson County IA  ,2008,36
Dubuque County IA,2008,228
Emmet County IA  ,2008,21
Fayette County IA  ,2008,41
Floyd County IA  ,2008,17
Franklin County IA  ,2008,17
Fremont County IA  ,2008,17
Greene County IA  ,2008,16
Grundy County IA  ,2008,23
Guthrie County IA  ,2008,20
Hamilton County IA  ,2008,39
Hancock County IA  ,2008,13
Hardin County IA  ,2008,23
Harrison County IA  ,2008,46
Henry County IA  ,2008,64
Howard County IA  ,2008,6
Humboldt County IA  ,2008,25
Ida County IA  ,2008,7
Iowa County IA  ,2008,36
Jackson County IA  ,2008,29
Jasper County IA,2008,149
Jefferson County IA  ,2008,44
Johnson County IA,2008,191
Jones County IA  ,2008,29
Keokuk County IA  ,2008,30
Kossuth County IA  ,2008,20
Lee County IA,2008,128
Linn County IA,2008,508
Louisa County IA  ,2008,31
Lucas County IA  ,2008,20
Lyon County IA  ,2008,10
Madison County IA  ,2008,48
Mahaska County IA  ,2008,63
Marion County IA  ,2008,106
Marshall County IA  ,2008,81
Mills County IA  ,2008,43
Mitchell County IA  ,2008,14
Monona County IA  ,2008,32
Monroe County IA  ,2008,25
Montgomery County IA  ,2008,25
Muscatine County IA,2008,143
O'Brien County IA  ,2008,21
Osceola County IA  ,2008,14
Page County IA  ,2008,36
Palo Alto County IA  ,2008,16
Plymouth County IA  ,2008,54
Pocahontas County IA  ,2008,17
Polk County IA,2008,1589
Pottawattamie County IA,2008,374
Poweshiek County IA  ,2008,61
Ringgold County IA  ,2008,12
Sac County IA  ,2008,18
Scott County IA,2008,482
Shelby County IA  ,2008,33
Sioux County IA  ,2008,33
Story County IA,2008,139
Tama County IA  ,2008,37
Taylor County IA  ,2008,6
Union County IA  ,2008,27
Van Buren County IA  ,2008,22
Wapello County IA  ,2008,121
Warren County IA,2008,144
Washington County IA  ,2008,43
Wayne County IA  ,2008,23
Webster County IA  ,2008,95
Winnebago County IA  ,2008,17
Winneshiek County IA  ,2008,11
Woodbury County IA,2008,291
Worth County IA  ,2008,10
Wright County IA  ,2008,26
Allen County KS  ,2008,33
Anderson County KS  ,2008,19
Atchison County KS  ,2008,52
Barber County KS  ,2008,12
Barton County KS  ,2008,63
Bourbon County KS  ,2008,44
Brown County KS  ,2008,23
Butler County KS,2008,204
Chase County KS  ,2008,3
Chautauqua County KS  ,2008,8
Cherokee County KS  ,2008,25
Cheyenne County KS  ,2008,4
Clark County KS  ,2008,3
Clay County KS  ,2008,21
Cloud County KS  ,2008,27
Coffey County KS  ,2008,25
Comanche County KS  ,2008,2
Cowley County KS  ,2008,96
Crawford County KS  ,2008,55
Decatur County KS  ,2008,6
Dickinson County KS  ,2008,56
Doniphan County KS  ,2008,30
Douglas County KS,2008,331
Edwards County KS  ,2008,2
Elk County KS  ,2008,6
Ellis County KS  ,2008,33
Ellsworth County KS  ,2008,11
Finney County KS  ,2008,56
Ford County KS  ,2008,58
Franklin County KS  ,2008,129
Geary County KS  ,2008,60
Gove County KS  ,2008,2
Graham County KS  ,2008,8
Grant County KS  ,2008,9
Gray County KS  ,2008,8
Greeley County KS  ,2008,3
Greenwood County KS  ,2008,14
Hamilton County KS  ,2008,4
Harper County KS  ,2008,21
Harvey County KS  ,2008,94
Haskell County KS  ,2008,7
Hodgeman County KS  ,2008,3
Jackson County KS  ,2008,55
Jefferson County KS  ,2008,77
Jewell County KS  ,2008,7
Johnson County KS,2008,1580
Kearny County KS  ,2008,4
Kingman County KS  ,2008,25
Kiowa County KS  ,2008,6
Labette County KS  ,2008,30
Lane County KS  ,2008,2
Leavenworth County KS,2008,246
Lincoln County KS  ,2008,8
Linn County KS  ,2008,37
Logan County KS  ,2008,3
Lyon County KS  ,2008,107
McPherson County KS  ,2008,54
Marion County KS  ,2008,22
Marshall County KS  ,2008,18
Meade County KS  ,2008,12
Miami County KS  ,2008,110
Mitchell County KS  ,2008,12
Montgomery County KS  ,2008,80
Morris County KS  ,2008,17
Morton County KS  ,2008,1
Nemaha County KS  ,2008,12
Neosho County KS  ,2008,24
Norton County KS  ,2008,16
Osage County KS  ,2008,73
Osborne County KS  ,2008,4
Ottawa County KS  ,2008,15
Pawnee County KS  ,2008,17
Phillips County KS  ,2008,6
Pottawatomie County KS  ,2008,53
Pratt County KS  ,2008,20
Rawlins County KS  ,2008,3
Reno County KS,2008,221
Republic County KS  ,2008,7
Rice County KS  ,2008,35
Riley County KS  ,2008,70
Rooks County KS  ,2008,9
Rush County KS  ,2008,10
Russell County KS  ,2008,10
Saline County KS,2008,159
Scott County KS  ,2008,2
Sedgwick County KS,2008,1725
Seward County KS  ,2008,28
Shawnee County KS,2008,1027
Sheridan County KS  ,2008,4
Sherman County KS  ,2008,9
Smith County KS  ,2008,4
Stafford County KS  ,2008,9
Stanton County KS  ,2008,2
Stevens County KS  ,2008,3
Sumner County KS  ,2008,74
Thomas County KS  ,2008,14
Trego County KS  ,2008,4
Wabaunsee County KS  ,2008,24
Wallace County KS  ,2008,1
Washington County KS  ,2008,8
Wichita County KS  ,2008,4
Wilson County KS  ,2008,21
Woodson County KS  ,2008,8
Wyandotte County KS,2008,679
Adair County KY  ,2008,107
Allen County KY  ,2008,104
Anderson County KY,2008,171
Ballard County KY  ,2008,20
Barren County KY,2008,237
Bath County KY  ,2008,46
Bell County KY  ,2008,99
Boone County KY,2008,721
Bourbon County KY  ,2008,105
Boyd County KY,2008,219
Boyle County KY  ,2008,118
Bracken County KY  ,2008,51
Breathitt County KY  ,2008,68
Breckinridge County KY  ,2008,100
Bullitt County KY,2008,397
Butler County KY  ,2008,55
Caldwell County KY  ,2008,72
Calloway County KY  ,2008,113
Campbell County KY,2008,389
Carlisle County KY  ,2008,16
Carroll County KY  ,2008,56
Carter County KY  ,2008,70
Casey County KY  ,2008,72
Christian County KY,2008,308
Clark County KY,2008,198
Clay County KY  ,2008,78
Clinton County KY  ,2008,24
Crittenden County KY  ,2008,31
Cumberland County KY  ,2008,25
Daviess County KY,2008,420
Edmonson County KY  ,2008,54
Elliott County KY  ,2008,11
Estill County KY  ,2008,62
Fayette County KY,2008,969
Fleming County KY  ,2008,53
Floyd County KY  ,2008,138
Franklin County KY,2008,315
Fulton County KY  ,2008,37
Gallatin County KY  ,2008,78
Garrard County KY  ,2008,83
Grant County KY,2008,237
Graves County KY,2008,150
Grayson County KY  ,2008,112
Green County KY  ,2008,44
Greenup County KY,2008,140
Hancock County KY  ,2008,31
Hardin County KY,2008,651
Harlan County KY  ,2008,155
Harrison County KY  ,2008,106
Hart County KY  ,2008,81
Henderson County KY,2008,278
Henry County KY  ,2008,81
Hickman County KY  ,2008,22
Hopkins County KY,2008,402
Jackson County KY  ,2008,56
Jefferson County KY,2008,3868
Jessamine County KY,2008,209
Johnson County KY  ,2008,106
Kenton County KY,2008,1005
Knott County KY  ,2008,68
Knox County KY,2008,140
Larue County KY  ,2008,87
Laurel County KY,2008,239
Lawrence County KY  ,2008,67
Lee County KY  ,2008,40
Leslie County KY  ,2008,73
Letcher County KY,2008,185
Lewis County KY  ,2008,62
Lincoln County KY,2008,131
Livingston County KY  ,2008,45
Logan County KY,2008,157
Lyon County KY  ,2008,32
McCracken County KY,2008,271
McCreary County KY  ,2008,116
McLean County KY  ,2008,46
Madison County KY,2008,396
Magoffin County KY  ,2008,46
Marion County KY  ,2008,78
Marshall County KY  ,2008,109
Martin County KY  ,2008,41
Mason County KY  ,2008,91
Meade County KY  ,2008,137
Menifee County KY  ,2008,40
Mercer County KY  ,2008,98
Metcalfe County KY  ,2008,32
Monroe County KY  ,2008,43
Montgomery County KY,2008,158
Morgan County KY  ,2008,60
Muhlenberg County KY,2008,198
Nelson County KY,2008,187
Nicholas County KY  ,2008,43
Ohio County KY  ,2008,121
Oldham County KY,2008,194
Owen County KY  ,2008,49
Owsley County KY  ,2008,13
Pendleton County KY  ,2008,96
Perry County KY,2008,197
Pike County KY,2008,249
Powell County KY  ,2008,78
Pulaski County KY,2008,256
Robertson County KY  ,2008,9
Rockcastle County KY  ,2008,67
Rowan County KY  ,2008,78
Russell County KY  ,2008,85
Scott County KY,2008,182
Shelby County KY,2008,169
Simpson County KY  ,2008,112
Spencer County KY  ,2008,107
Taylor County KY  ,2008,148
Todd County KY  ,2008,54
Trigg County KY  ,2008,75
Trimble County KY  ,2008,33
Union County KY  ,2008,84
Warren County KY,2008,476
Washington County KY  ,2008,35
Wayne County KY  ,2008,103
Webster County KY  ,2008,85
Whitley County KY,2008,185
Wolfe County KY  ,2008,43
Woodford County KY  ,2008,99
Acadia Parish LA  ,2008,133
Allen Parish LA  ,2008,127
Ascension Parish LA,2008,222
Assumption Parish LA  ,2008,36
Avoyelles Parish LA  ,2008,149
Beauregard Parish LA  ,2008,104
Bienville Parish LA  ,2008,74
Bossier Parish LA,2008,837
Caddo Parish LA,2008,2149
Calcasieu Parish LA,2008,571
Caldwell Parish LA  ,2008,63
Cameron Parish LA  ,2008,5
Catahoula Parish LA  ,2008,49
Claiborne Parish LA  ,2008,94
Concordia Parish LA  ,2008,61
De Soto Parish LA  ,2008,188
East Baton Rouge Parish LA,2008,1028
East Carroll Parish LA  ,2008,40
East Feliciana Parish LA  ,2008,39
Evangeline Parish LA  ,2008,80
Franklin Parish LA  ,2008,121
Grant Parish LA  ,2008,82
Iberia Parish LA  ,2008,244
Iberville Parish LA  ,2008,72
Jackson Parish LA  ,2008,103
Jefferson Parish LA,2008,987
Jefferson Davis Parish LA  ,2008,88
Lafayette Parish LA,2008,507
Lafourche Parish LA  ,2008,149
La Salle Parish LA  ,2008,63
Lincoln Parish LA  ,2008,187
Livingston Parish LA,2008,231
Madison Parish LA  ,2008,57
Morehouse Parish LA  ,2008,270
Natchitoches Parish LA  ,2008,211
Orleans Parish LA,2008,451
Ouachita Parish LA,2008,1159
Plaquemines Parish LA  ,2008,22
Pointe Coupee Parish LA  ,2008,55
