year,county,Divorced; Estimate; Population 15 years and over
2005,"Suffolk city, Virginia",8.5
2005,"Virginia Beach city, Virginia",10.4
2005,"Benton County, Washington",11.1
2005,"Chelan County, Washington",11.6
2005,"Clallam County, Washington",12.4
2005,"Clark County, Washington",12.1
2005,"Cowlitz County, Washington",13.5
2005,"Grant County, Washington",8.1
2005,"Grays Harbor County, Washington",14.9
2005,"Island County, Washington",10.2
2005,"King County, Washington",11.3
2005,"Kitsap County, Washington",13.5
2005,"Lewis County, Washington",12.1
2005,"Pierce County, Washington",13.8
2005,"Skagit County, Washington",10.7
2005,"Snohomish County, Washington",12.4
2005,"Spokane County, Washington",13
2005,"Thurston County, Washington",12.5
2005,"Whatcom County, Washington",8.8
2005,"Yakima County, Washington",9.4
2005,"Berkeley County, West Virginia",7.3
2005,"Cabell County, West Virginia",13.9
2005,"Harrison County, West Virginia",11.8
2005,"Kanawha County, West Virginia",15.2
2005,"Monongalia County, West Virginia",9.4
2005,"Raleigh County, West Virginia",14.1
2005,"Wood County, West Virginia",11
2005,"Brown County, Wisconsin",10.4
2005,"Dane County, Wisconsin",9.1
2005,"Dodge County, Wisconsin",9.7
2005,"Eau Claire County, Wisconsin",9.5
2005,"Fond du Lac County, Wisconsin",10.8
2005,"Jefferson County, Wisconsin",10.2
2005,"Kenosha County, Wisconsin",12.6
2005,"La Crosse County, Wisconsin",10.1
2005,"Manitowoc County, Wisconsin",7.2
2005,"Marathon County, Wisconsin",7.8
2005,"Milwaukee County, Wisconsin",11.4
2005,"Outagamie County, Wisconsin",9.5
2005,"Ozaukee County, Wisconsin",7.2
2005,"Portage County, Wisconsin",10.4
2005,"Racine County, Wisconsin",10.3
2005,"Rock County, Wisconsin",12.4
2005,"St. Croix County, Wisconsin",9.4
2005,"Sheboygan County, Wisconsin",9.2
2005,"Walworth County, Wisconsin",8
2005,"Washington County, Wisconsin",8.8
2005,"Waukesha County, Wisconsin",8.4
2005,"Winnebago County, Wisconsin",11.6
2005,"Wood County, Wisconsin",13.2
2005,"Laramie County, Wyoming",14.9
2005,"Natrona County, Wyoming",12.9
2006,"Baldwin County, Alabama",8.9
2006,"Calhoun County, Alabama",15
2006,"Cullman County, Alabama",14
2006,"DeKalb County, Alabama",12.5
2006,"Elmore County, Alabama",12.9
2006,"Etowah County, Alabama",13.7
2006,"Houston County, Alabama",13.5
2006,"Jefferson County, Alabama",12.6
2006,"Lauderdale County, Alabama",10.7
2006,"Lee County, Alabama",8.4
2006,"Limestone County, Alabama",14.5
2006,"Madison County, Alabama",11.2
2006,"Marshall County, Alabama",17
2006,"Mobile County, Alabama",13.1
2006,"Montgomery County, Alabama",13.8
2006,"Morgan County, Alabama",12.7
2006,"St. Clair County, Alabama",11
2006,"Shelby County, Alabama",9.6
2006,"Talladega County, Alabama",12
2006,"Tuscaloosa County, Alabama",10.3
2006,"Walker County, Alabama",12
2006,"Anchorage Municipality, Alaska",11.5
2006,"Fairbanks North Star Borough, Alaska",9.2
2006,"Matanuska-Susitna Borough, Alaska",13.8
2006,"Apache County, Arizona",6.7
2006,"Cochise County, Arizona",11.1
2006,"Coconino County, Arizona",8.6
2006,"Maricopa County, Arizona",11.9
2006,"Mohave County, Arizona",15
2006,"Navajo County, Arizona",9.5
2006,"Pima County, Arizona",12.6
2006,"Pinal County, Arizona",11.3
2006,"Yavapai County, Arizona",13.2
2006,"Yuma County, Arizona",8
2006,"Benton County, Arkansas",10.4
2006,"Craighead County, Arkansas",13.1
2006,"Faulkner County, Arkansas",9.3
2006,"Garland County, Arkansas",14
2006,"Jefferson County, Arkansas",15.5
2006,"Pulaski County, Arkansas",14.5
2006,"Saline County, Arkansas",11.7
2006,"Sebastian County, Arkansas",15.7
2006,"Washington County, Arkansas",10.8
2006,"White County, Arkansas",12.2
2006,"Alameda County, California",9.9
2006,"Butte County, California",13
2006,"Contra Costa County, California",10.1
2006,"El Dorado County, California",11.2
2006,"Fresno County, California",9.3
2006,"Humboldt County, California",12.1
2006,"Imperial County, California",5.7
2006,"Kern County, California",9.6
2006,"Kings County, California",8.1
2006,"Lake County, California",16.1
2006,"Los Angeles County, California",8.7
2006,"Madera County, California",8.7
2006,"Marin County, California",13.8
2006,"Mendocino County, California",14.5
2006,"Merced County, California",9.4
2006,"Monterey County, California",9.2
2006,"Napa County, California",10.2
2006,"Nevada County, California",13.3
2006,"Orange County, California",9.2
2006,"Placer County, California",10.5
2006,"Riverside County, California",9.1
2006,"Sacramento County, California",11.7
2006,"San Bernardino County, California",9.4
2006,"San Diego County, California",9.9
2006,"San Francisco County, California",8.7
2006,"San Joaquin County, California",9.3
2006,"San Luis Obispo County, California",10.2
2006,"San Mateo County, California",9.1
2006,"Santa Barbara County, California",10.1
2006,"Santa Clara County, California",8.9
2006,"Santa Cruz County, California",10.9
2006,"Shasta County, California",14.3
2006,"Solano County, California",11.3
2006,"Sonoma County, California",11.9
2006,"Stanislaus County, California",11.1
2006,"Sutter County, California",10.7
2006,"Tulare County, California",8.1
2006,"Ventura County, California",9.7
2006,"Yolo County, California",9.3
2006,"Yuba County, California",11.4
2006,"Adams County, Colorado",11.7
2006,"Arapahoe County, Colorado",11.9
2006,"Boulder County, Colorado",10.9
2006,"Denver County, Colorado",12.7
2006,"Douglas County, Colorado",7.2
2006,"El Paso County, Colorado",11.9
2006,"Jefferson County, Colorado",12.1
2006,"Larimer County, Colorado",10.2
2006,"Mesa County, Colorado",13.1
2006,"Pueblo County, Colorado",12.5
2006,"Weld County, Colorado",10.1
2006,"Fairfield County, Connecticut",8.7
2006,"Hartford County, Connecticut",10.3
2006,"Litchfield County, Connecticut",9.6
2006,"Middlesex County, Connecticut",9.7
2006,"New Haven County, Connecticut",10
2006,"New London County, Connecticut",10.9
2006,"Tolland County, Connecticut",7.1
2006,"Windham County, Connecticut",9.5
2006,"Kent County, Delaware",11.3
2006,"New Castle County, Delaware",11.1
2006,"Sussex County, Delaware",10
2006,"District of Columbia, District of Columbia",9
2006,"Alachua County, Florida",9.2
2006,"Bay County, Florida",13.4
2006,"Brevard County, Florida",12.1
2006,"Broward County, Florida",12.7
2006,"Charlotte County, Florida",10.9
2006,"Citrus County, Florida",9.1
2006,"Clay County, Florida",12.1
2006,"Collier County, Florida",10.1
2006,"Columbia County, Florida",19.6
2006,"Duval County, Florida",13
2006,"Escambia County, Florida",12.3
2006,"Flagler County, Florida",N
2006,"Hernando County, Florida",9.6
2006,"Highlands County, Florida",10.1
2006,"Hillsborough County, Florida",12.7
2006,"Indian River County, Florida",11
2006,"Lake County, Florida",9.1
2006,"Lee County, Florida",11.4
2006,"Leon County, Florida",10.7
2006,"Manatee County, Florida",11.2
2006,"Marion County, Florida",12.5
2006,"Martin County, Florida",9.9
2006,"Miami-Dade County, Florida",11.8
2006,"Monroe County, Florida",18.1
2006,"Nassau County, Florida",N
2006,"Okaloosa County, Florida",12.1
2006,"Orange County, Florida",12
2006,"Osceola County, Florida",9.9
2006,"Palm Beach County, Florida",11.7
2006,"Pasco County, Florida",10.9
2006,"Pinellas County, Florida",15.5
2006,"Polk County, Florida",10
2006,"Putnam County, Florida",10.1
2006,"St. Johns County, Florida",13
2006,"St. Lucie County, Florida",10.7
2006,"Santa Rosa County, Florida",12.6
2006,"Sarasota County, Florida",11.7
2006,"Seminole County, Florida",12.2
2006,"Sumter County, Florida",N
2006,"Volusia County, Florida",13.8
2006,"Bartow County, Georgia",N
2006,"Bibb County, Georgia",12.9
2006,"Carroll County, Georgia",13.2
2006,"Chatham County, Georgia",12.4
2006,"Cherokee County, Georgia",11.5
2006,"Clarke County, Georgia",7.6
2006,"Clayton County, Georgia",11.3
2006,"Cobb County, Georgia",11.6
2006,"Columbia County, Georgia",N
2006,"Coweta County, Georgia",10
2006,"DeKalb County, Georgia",11.9
2006,"Dougherty County, Georgia",12
2006,"Douglas County, Georgia",11
2006,"Fayette County, Georgia",7.4
2006,"Floyd County, Georgia",13.6
2006,"Forsyth County, Georgia",7.8
2006,"Fulton County, Georgia",12.1
2006,"Glynn County, Georgia",16
2006,"Gwinnett County, Georgia",9.7
2006,"Hall County, Georgia",10.7
2006,"Henry County, Georgia",9.8
2006,"Houston County, Georgia",10.6
2006,"Lowndes County, Georgia",12.7
2006,"Muscogee County, Georgia",12.9
2006,"Newton County, Georgia",12
2006,"Paulding County, Georgia",N
2006,"Richmond County, Georgia",13.8
2006,"Rockdale County, Georgia",13.4
2006,"Walton County, Georgia",N
2006,"Whitfield County, Georgia",13.4
2006,"Hawaii County, Hawaii",10.4
2006,"Honolulu County, Hawaii",9
2006,"Maui County, Hawaii",10.6
2006,"Ada County, Idaho",13.6
2006,"Bannock County, Idaho",9.2
2006,"Bonneville County, Idaho",11.9
2006,"Canyon County, Idaho",10.4
2006,"Kootenai County, Idaho",14.3
2006,"Twin Falls County, Idaho",15.1
2006,"Adams County, Illinois",10
2006,"Champaign County, Illinois",8.3
2006,"Cook County, Illinois",8.9
2006,"DeKalb County, Illinois",7.8
2006,"DuPage County, Illinois",7.7
2006,"Kane County, Illinois",7.8
2006,"Kankakee County, Illinois",9.7
2006,"Kendall County, Illinois",N
2006,"Lake County, Illinois",8.8
2006,"LaSalle County, Illinois",10.4
2006,"McHenry County, Illinois",8.8
2006,"McLean County, Illinois",9.7
2006,"Macon County, Illinois",10.5
2006,"Madison County, Illinois",10.9
2006,"Peoria County, Illinois",12.9
2006,"Rock Island County, Illinois",14.1
2006,"St. Clair County, Illinois",11
2006,"Sangamon County, Illinois",13.6
2006,"Tazewell County, Illinois",10.3
2006,"Vermilion County, Illinois",12.3
2006,"Will County, Illinois",7.6
2006,"Winnebago County, Illinois",10.2
2006,"Allen County, Indiana",12.1
2006,"Bartholomew County, Indiana",14.9
2006,"Clark County, Indiana",12
2006,"Delaware County, Indiana",14.2
2006,"Elkhart County, Indiana",12
2006,"Floyd County, Indiana",10.9
2006,"Grant County, Indiana",13.9
2006,"Hamilton County, Indiana",9.4
2006,"Hancock County, Indiana",N
2006,"Hendricks County, Indiana",9.9
2006,"Howard County, Indiana",14.6
2006,"Johnson County, Indiana",11.9
2006,"Kosciusko County, Indiana",12.6
2006,"Lake County, Indiana",10.9
2006,"LaPorte County, Indiana",10.6
2006,"Madison County, Indiana",14.8
2006,"Marion County, Indiana",14.4
2006,"Monroe County, Indiana",9.1
2006,"Morgan County, Indiana",N
2006,"Porter County, Indiana",11.8
2006,"St. Joseph County, Indiana",10.6
2006,"Tippecanoe County, Indiana",9.3
2006,"Vanderburgh County, Indiana",13.5
2006,"Vigo County, Indiana",14.8
2006,"Wayne County, Indiana",14.7
2006,"Black Hawk County, Iowa",9
2006,"Dubuque County, Iowa",8.2
2006,"Johnson County, Iowa",9.3
2006,"Linn County, Iowa",12.8
2006,"Polk County, Iowa",11.1
2006,"Pottawattamie County, Iowa",11.2
2006,"Scott County, Iowa",13.3
2006,"Story County, Iowa",6.5
2006,"Woodbury County, Iowa",11.4
2006,"Douglas County, Kansas",9.4
2006,"Johnson County, Kansas",10.6
2006,"Leavenworth County, Kansas",10.7
2006,"Sedgwick County, Kansas",12.6
2006,"Shawnee County, Kansas",12.8
2006,"Wyandotte County, Kansas",11.4
2006,"Boone County, Kentucky",11.4
2006,"Bullitt County, Kentucky",N
2006,"Campbell County, Kentucky",12.4
2006,"Christian County, Kentucky",12.8
2006,"Daviess County, Kentucky",12.4
2006,"Fayette County, Kentucky",12.6
2006,"Hardin County, Kentucky",13.2
2006,"Jefferson County, Kentucky",14.7
2006,"Kenton County, Kentucky",12.8
2006,"Madison County, Kentucky",11.2
2006,"Pike County, Kentucky",N
2006,"Warren County, Kentucky",10
2006,"Ascension Parish, Louisiana",13.6
2006,"Bossier Parish, Louisiana",12.9
2006,"Caddo Parish, Louisiana",12.3
2006,"Calcasieu Parish, Louisiana",11.6
2006,"East Baton Rouge Parish, Louisiana",9.5
2006,"Iberia Parish, Louisiana",11.5
2006,"Jefferson Parish, Louisiana",11.1
2006,"Lafayette Parish, Louisiana",11.7
2006,"Lafourche Parish, Louisiana",8.9
2006,"Livingston Parish, Louisiana",12.9
2006,"Orleans Parish, Louisiana",13.1
2006,"Ouachita Parish, Louisiana",10.4
2006,"Rapides Parish, Louisiana",14.1
2006,"St. Landry Parish, Louisiana",9.6
2006,"St. Tammany Parish, Louisiana",9.7
2006,"Tangipahoa Parish, Louisiana",8.3
2006,"Terrebonne Parish, Louisiana",11.7
2006,"Androscoggin County, Maine",12.4
2006,"Aroostook County, Maine",12.7
2006,"Cumberland County, Maine",11.1
2006,"Kennebec County, Maine",13
2006,"Penobscot County, Maine",12.9
2006,"York County, Maine",11.3
2006,"Allegany County, Maryland",10.1
2006,"Anne Arundel County, Maryland",10.3
2006,"Baltimore County, Maryland",10.1
2006,"Calvert County, Maryland",9.1
2006,"Carroll County, Maryland",6.8
2006,"Cecil County, Maryland",10.2
2006,"Charles County, Maryland",10.1
2006,"Frederick County, Maryland",8.2
2006,"Harford County, Maryland",10.1
2006,"Howard County, Maryland",7.3
2006,"Montgomery County, Maryland",8.1
2006,"Prince George's County, Maryland",10
2006,"St. Mary's County, Maryland",8.7
2006,"Washington County, Maryland",9.7
2006,"Wicomico County, Maryland",9.6
2006,"Baltimore city, Maryland",11.3
2006,"Barnstable County, Massachusetts",9.4
2006,"Berkshire County, Massachusetts",10.9
2006,"Bristol County, Massachusetts",9.8
2006,"Essex County, Massachusetts",9.8
2006,"Franklin County, Massachusetts",9.7
2006,"Hampden County, Massachusetts",10.4
2006,"Hampshire County, Massachusetts",10.2
2006,"Middlesex County, Massachusetts",7.7
2006,"Norfolk County, Massachusetts",7.3
2006,"Plymouth County, Massachusetts",9.5
2006,"Suffolk County, Massachusetts",8.3
2006,"Worcester County, Massachusetts",9.5
2006,"Allegan County, Michigan",11
2006,"Bay County, Michigan",9.3
2006,"Berrien County, Michigan",11.2
2006,"Calhoun County, Michigan",13.4
2006,"Clinton County, Michigan",5.9
2006,"Eaton County, Michigan",11.7
2006,"Genesee County, Michigan",13.8
2006,"Grand Traverse County, Michigan",13.6
2006,"Ingham County, Michigan",9.6
2006,"Isabella County, Michigan",7.5
2006,"Jackson County, Michigan",14.3
2006,"Kalamazoo County, Michigan",10.3
2006,"Kent County, Michigan",9.8
2006,"Lapeer County, Michigan",8.9
2006,"Lenawee County, Michigan",11.6
2006,"Livingston County, Michigan",9.8
2006,"Macomb County, Michigan",11
2006,"Midland County, Michigan",9.9
2006,"Monroe County, Michigan",11.1
2006,"Muskegon County, Michigan",13.1
2006,"Oakland County, Michigan",11
2006,"Ottawa County, Michigan",8.3
2006,"Saginaw County, Michigan",11.1
2006,"St. Clair County, Michigan",12.1
2006,"Shiawassee County, Michigan",10.4
2006,"Van Buren County, Michigan",10
2006,"Washtenaw County, Michigan",9.9
2006,"Wayne County, Michigan",12.1
2006,"Anoka County, Minnesota",9.4
2006,"Carver County, Minnesota",6.3
2006,"Dakota County, Minnesota",10.2
2006,"Hennepin County, Minnesota",10.8
2006,"Olmsted County, Minnesota",9
2006,"Ramsey County, Minnesota",11.1
2006,"St. Louis County, Minnesota",11.5
2006,"Scott County, Minnesota",7.4
2006,"Sherburne County, Minnesota",N
2006,"Stearns County, Minnesota",6.6
2006,"Washington County, Minnesota",7.9
2006,"Wright County, Minnesota",7.8
2006,"DeSoto County, Mississippi",9.7
2006,"Forrest County, Mississippi",11.4
2006,"Harrison County, Mississippi",11.8
2006,"Hinds County, Mississippi",11.9
2006,"Jackson County, Mississippi",14
2006,"Jones County, Mississippi",10.7
2006,"Lauderdale County, Mississippi",9.9
2006,"Lee County, Mississippi",14.2
2006,"Madison County, Mississippi",9.7
2006,"Rankin County, Mississippi",13.3
2006,"Boone County, Missouri",9.1
2006,"Buchanan County, Missouri",14.9
2006,"Cape Girardeau County, Missouri",10.2
2006,"Cass County, Missouri",11.5
2006,"Christian County, Missouri",N
2006,"Clay County, Missouri",11.7
2006,"Cole County, Missouri",13.6
2006,"Franklin County, Missouri",11.9
2006,"Greene County, Missouri",11.9
2006,"Jackson County, Missouri",14
2006,"Jasper County, Missouri",13.9
2006,"Jefferson County, Missouri",10.7
2006,"Platte County, Missouri",12.6
2006,"St. Charles County, Missouri",9.6
2006,"St. Louis County, Missouri",10.2
2006,"St. Louis city, Missouri",12.8
2006,"Cascade County, Montana",12.4
2006,"Flathead County, Montana",13.6
2006,"Gallatin County, Montana",8.7
2006,"Missoula County, Montana",11.1
2006,"Yellowstone County, Montana",12.6
2006,"Douglas County, Nebraska",10.5
2006,"Lancaster County, Nebraska",10.9
2006,"Sarpy County, Nebraska",8.9
2006,"Clark County, Nevada",12.8
2006,"Washoe County, Nevada",14.9
2006,"Cheshire County, New Hampshire",11.4
2006,"Grafton County, New Hampshire",9.5
2006,"Hillsborough County, New Hampshire",11.5
2006,"Merrimack County, New Hampshire",12.4
2006,"Rockingham County, New Hampshire",10.7
2006,"Strafford County, New Hampshire",10.1
2006,"Atlantic County, New Jersey",10.4
2006,"Bergen County, New Jersey",8
2006,"Burlington County, New Jersey",8.9
2006,"Camden County, New Jersey",9.1
2006,"Cape May County, New Jersey",9.6
2006,"Cumberland County, New Jersey",8
2006,"Essex County, New Jersey",8.5
2006,"Gloucester County, New Jersey",7.9
2006,"Hudson County, New Jersey",8.7
2006,"Hunterdon County, New Jersey",7
2006,"Mercer County, New Jersey",8.2
2006,"Middlesex County, New Jersey",7.2
2006,"Monmouth County, New Jersey",8
2006,"Morris County, New Jersey",7.4
2006,"Ocean County, New Jersey",8
2006,"Passaic County, New Jersey",8.1
2006,"Salem County, New Jersey",8.1
2006,"Somerset County, New Jersey",8.3
2006,"Sussex County, New Jersey",7.5
2006,"Union County, New Jersey",8.3
2006,"Warren County, New Jersey",9.4
2006,"Bernalillo County, New Mexico",13.3
2006,"Dona Ana County, New Mexico",10.3
2006,"McKinley County, New Mexico",8.8
2006,"Sandoval County, New Mexico",10.5
2006,"San Juan County, New Mexico",8.6
2006,"Santa Fe County, New Mexico",13.1
2006,"Valencia County, New Mexico",15.4
2006,"Albany County, New York",9.1
2006,"Bronx County, New York",8.4
2006,"Broome County, New York",10.7
2006,"Cattaraugus County, New York",11
2006,"Cayuga County, New York",8.4
2006,"Chautauqua County, New York",10.5
2006,"Chemung County, New York",10.7
2006,"Clinton County, New York",9.3
2006,"Dutchess County, New York",8.5
2006,"Erie County, New York",9.3
2006,"Jefferson County, New York",10
2006,"Kings County, New York",7.5
2006,"Madison County, New York",9.2
